"","CoB","ethgrp","age","population","sex","year"
"1508","Non UK-born","Pakistani","83",408,"M",2011
"1509","Non UK-born","Pakistani","84",397,"M",2011
"1510","Non UK-born","Pakistani","85-89",979,"M",2011
"1511","Non UK-born","Pakistani","90-94",230,"M",2011
"1512","Non UK-born","Pakistani","95-99",47,"M",2011
"1513","Non UK-born","Pakistani","100",10,"M",2011
"1514","Non UK-born","Bangladeshi","0",30,"M",2011
"1515","Non UK-born","Bangladeshi","1",76,"M",2011
"1516","Non UK-born","Bangladeshi","2",112,"M",2011
"1517","Non UK-born","Bangladeshi","3",163,"M",2011
"1518","Non UK-born","Bangladeshi","4",213,"M",2011
"1519","Non UK-born","Bangladeshi","5",261,"M",2011
"1520","Non UK-born","Bangladeshi","6",320,"M",2011
"1521","Non UK-born","Bangladeshi","7",276,"M",2011
"1522","Non UK-born","Bangladeshi","8",304,"M",2011
"1523","Non UK-born","Bangladeshi","9",368,"M",2011
"1524","Non UK-born","Bangladeshi","10",389,"M",2011
"1525","Non UK-born","Bangladeshi","11",483,"M",2011
"1526","Non UK-born","Bangladeshi","12",478,"M",2011
"1527","Non UK-born","Bangladeshi","13",529,"M",2011
"1528","Non UK-born","Bangladeshi","14",554,"M",2011
"1529","Non UK-born","Bangladeshi","15",585,"M",2011
"1530","Non UK-born","Bangladeshi","16",642,"M",2011
"1531","Non UK-born","Bangladeshi","17",705,"M",2011
"1532","Non UK-born","Bangladeshi","18",849,"M",2011
"1533","Non UK-born","Bangladeshi","19",1162,"M",2011
"1534","Non UK-born","Bangladeshi","20",1576,"M",2011
"1535","Non UK-born","Bangladeshi","21",1802,"M",2011
"1536","Non UK-born","Bangladeshi","22",1952,"M",2011
"1537","Non UK-born","Bangladeshi","23",2040,"M",2011
"1538","Non UK-born","Bangladeshi","24",2049,"M",2011
"1539","Non UK-born","Bangladeshi","25",2314,"M",2011
"1540","Non UK-born","Bangladeshi","26",2639,"M",2011
"1541","Non UK-born","Bangladeshi","27",2577,"M",2011
"1542","Non UK-born","Bangladeshi","28",2875,"M",2011
"1543","Non UK-born","Bangladeshi","29",3045,"M",2011
"1544","Non UK-born","Bangladeshi","30",3242,"M",2011
"1545","Non UK-born","Bangladeshi","31",3502,"M",2011
"1546","Non UK-born","Bangladeshi","32",3396,"M",2011
"1547","Non UK-born","Bangladeshi","33",3602,"M",2011
"1548","Non UK-born","Bangladeshi","34",3787,"M",2011
"1549","Non UK-born","Bangladeshi","35",3749,"M",2011
"1550","Non UK-born","Bangladeshi","36",3716,"M",2011
"1551","Non UK-born","Bangladeshi","37",3973,"M",2011
"1552","Non UK-born","Bangladeshi","38",3130,"M",2011
"1553","Non UK-born","Bangladeshi","39",3236,"M",2011
"1554","Non UK-born","Bangladeshi","40",3343,"M",2011
"1555","Non UK-born","Bangladeshi","41",3117,"M",2011
"1556","Non UK-born","Bangladeshi","42",2769,"M",2011
"1557","Non UK-born","Bangladeshi","43",2555,"M",2011
"1558","Non UK-born","Bangladeshi","44",2199,"M",2011
"1559","Non UK-born","Bangladeshi","45",1821,"M",2011
"1560","Non UK-born","Bangladeshi","46",1602,"M",2011
"1561","Non UK-born","Bangladeshi","47",1842,"M",2011
"1562","Non UK-born","Bangladeshi","48",1759,"M",2011
"1563","Non UK-born","Bangladeshi","49",1733,"M",2011
"1564","Non UK-born","Bangladeshi","50",1523,"M",2011
"1565","Non UK-born","Bangladeshi","51",1584,"M",2011
"1566","Non UK-born","Bangladeshi","52",1562,"M",2011
"1567","Non UK-born","Bangladeshi","53",1443,"M",2011
"1568","Non UK-born","Bangladeshi","54",1289,"M",2011
"1569","Non UK-born","Bangladeshi","55",1156,"M",2011
"1570","Non UK-born","Bangladeshi","56",1016,"M",2011
"1571","Non UK-born","Bangladeshi","57",847,"M",2011
"1572","Non UK-born","Bangladeshi","58",726,"M",2011
"1573","Non UK-born","Bangladeshi","59",491,"M",2011
"1574","Non UK-born","Bangladeshi","60",334,"M",2011
"1575","Non UK-born","Bangladeshi","61",299,"M",2011
"1576","Non UK-born","Bangladeshi","62",243,"M",2011
"1577","Non UK-born","Bangladeshi","63",227,"M",2011
"1578","Non UK-born","Bangladeshi","64",228,"M",2011
"1579","Non UK-born","Bangladeshi","65",253,"M",2011
"1580","Non UK-born","Bangladeshi","66",302,"M",2011
"1581","Non UK-born","Bangladeshi","67",354,"M",2011
"1582","Non UK-born","Bangladeshi","68",480,"M",2011
"1583","Non UK-born","Bangladeshi","69",461,"M",2011
"1584","Non UK-born","Bangladeshi","70",689,"M",2011
"1585","Non UK-born","Bangladeshi","71",677,"M",2011
"1586","Non UK-born","Bangladeshi","72",616,"M",2011
"1587","Non UK-born","Bangladeshi","73",680,"M",2011
"1588","Non UK-born","Bangladeshi","74",701,"M",2011
"1589","Non UK-born","Bangladeshi","75",555,"M",2011
"1590","Non UK-born","Bangladeshi","76",453,"M",2011
"1591","Non UK-born","Bangladeshi","77",346,"M",2011
"1592","Non UK-born","Bangladeshi","78",365,"M",2011
"1593","Non UK-born","Bangladeshi","79",351,"M",2011
"1594","Non UK-born","Bangladeshi","80",298,"M",2011
"1595","Non UK-born","Bangladeshi","81",266,"M",2011
"1596","Non UK-born","Bangladeshi","82",135,"M",2011
"1597","Non UK-born","Bangladeshi","83",153,"M",2011
"1598","Non UK-born","Bangladeshi","84",114,"M",2011
"1599","Non UK-born","Bangladeshi","85-89",174,"M",2011
"1600","Non UK-born","Bangladeshi","90-94",53,"M",2011
"1601","Non UK-born","Bangladeshi","95-99",9,"M",2011
"1602","Non UK-born","Bangladeshi","100",0,"M",2011
"1603","Non UK-born","Chinese","0",89,"M",2011
"1604","Non UK-born","Chinese","1",96,"M",2011
"1605","Non UK-born","Chinese","2",111,"M",2011
"1606","Non UK-born","Chinese","3",126,"M",2011
"1607","Non UK-born","Chinese","4",137,"M",2011
"1608","Non UK-born","Chinese","5",138,"M",2011
"1609","Non UK-born","Chinese","6",148,"M",2011
"1610","Non UK-born","Chinese","7",173,"M",2011
"1611","Non UK-born","Chinese","8",227,"M",2011
"1612","Non UK-born","Chinese","9",256,"M",2011
"1613","Non UK-born","Chinese","10",333,"M",2011
"1614","Non UK-born","Chinese","11",367,"M",2011
"1615","Non UK-born","Chinese","12",415,"M",2011
"1616","Non UK-born","Chinese","13",592,"M",2011
"1617","Non UK-born","Chinese","14",722,"M",2011
"1618","Non UK-born","Chinese","15",1038,"M",2011
"1619","Non UK-born","Chinese","16",1358,"M",2011
"1620","Non UK-born","Chinese","17",1938,"M",2011
"1621","Non UK-born","Chinese","18",2587,"M",2011
"1622","Non UK-born","Chinese","19",3319,"M",2011
"1623","Non UK-born","Chinese","20",5134,"M",2011
"1624","Non UK-born","Chinese","21",6931,"M",2011
"1625","Non UK-born","Chinese","22",7745,"M",2011
"1626","Non UK-born","Chinese","23",6739,"M",2011
"1627","Non UK-born","Chinese","24",4838,"M",2011
"1628","Non UK-born","Chinese","25",3958,"M",2011
"1629","Non UK-born","Chinese","26",3481,"M",2011
"1630","Non UK-born","Chinese","27",3300,"M",2011
"1631","Non UK-born","Chinese","28",3251,"M",2011
"1632","Non UK-born","Chinese","29",3211,"M",2011
"1633","Non UK-born","Chinese","30",2664,"M",2011
"1634","Non UK-born","Chinese","31",2944,"M",2011
"1635","Non UK-born","Chinese","32",2710,"M",2011
"1636","Non UK-born","Chinese","33",2492,"M",2011
"1637","Non UK-born","Chinese","34",2411,"M",2011
"1638","Non UK-born","Chinese","35",2217,"M",2011
"1639","Non UK-born","Chinese","36",2177,"M",2011
"1640","Non UK-born","Chinese","37",2081,"M",2011
"1641","Non UK-born","Chinese","38",1967,"M",2011
"1642","Non UK-born","Chinese","39",1880,"M",2011
"1643","Non UK-born","Chinese","40",1782,"M",2011
"1644","Non UK-born","Chinese","41",1652,"M",2011
"1645","Non UK-born","Chinese","42",1831,"M",2011
"1646","Non UK-born","Chinese","43",1621,"M",2011
"1647","Non UK-born","Chinese","44",1635,"M",2011
"1648","Non UK-born","Chinese","45",1774,"M",2011
"1649","Non UK-born","Chinese","46",1705,"M",2011
"1650","Non UK-born","Chinese","47",1815,"M",2011
"1651","Non UK-born","Chinese","48",1947,"M",2011
"1652","Non UK-born","Chinese","49",1697,"M",2011
"1653","Non UK-born","Chinese","50",1709,"M",2011
"1654","Non UK-born","Chinese","51",1659,"M",2011
"1655","Non UK-born","Chinese","52",1721,"M",2011
"1656","Non UK-born","Chinese","53",1707,"M",2011
"1657","Non UK-born","Chinese","54",1660,"M",2011
"1658","Non UK-born","Chinese","55",1594,"M",2011
"1659","Non UK-born","Chinese","56",1394,"M",2011
"1660","Non UK-born","Chinese","57",1373,"M",2011
"1661","Non UK-born","Chinese","58",1189,"M",2011
"1662","Non UK-born","Chinese","59",1190,"M",2011
"1663","Non UK-born","Chinese","60",1122,"M",2011
"1664","Non UK-born","Chinese","61",1031,"M",2011
"1665","Non UK-born","Chinese","62",918,"M",2011
"1666","Non UK-born","Chinese","63",918,"M",2011
"1667","Non UK-born","Chinese","64",788,"M",2011
"1668","Non UK-born","Chinese","65",634,"M",2011
"1669","Non UK-born","Chinese","66",603,"M",2011
"1670","Non UK-born","Chinese","67",548,"M",2011
"1671","Non UK-born","Chinese","68",512,"M",2011
"1672","Non UK-born","Chinese","69",501,"M",2011
"1673","Non UK-born","Chinese","70",545,"M",2011
"1674","Non UK-born","Chinese","71",551,"M",2011
"1675","Non UK-born","Chinese","72",552,"M",2011
"1676","Non UK-born","Chinese","73",518,"M",2011
"1677","Non UK-born","Chinese","74",471,"M",2011
"1678","Non UK-born","Chinese","75",447,"M",2011
"1679","Non UK-born","Chinese","76",423,"M",2011
"1680","Non UK-born","Chinese","77",377,"M",2011
"1681","Non UK-born","Chinese","78",314,"M",2011
"1682","Non UK-born","Chinese","79",265,"M",2011
"1683","Non UK-born","Chinese","80",245,"M",2011
"1684","Non UK-born","Chinese","81",225,"M",2011
"1685","Non UK-born","Chinese","82",156,"M",2011
"1686","Non UK-born","Chinese","83",161,"M",2011
"1687","Non UK-born","Chinese","84",123,"M",2011
"1688","Non UK-born","Chinese","85-89",366,"M",2011
"1689","Non UK-born","Chinese","90-94",96,"M",2011
"1690","Non UK-born","Chinese","95-99",32,"M",2011
"1691","Non UK-born","Chinese","100",2,"M",2011
"1692","Non UK-born","Mixed/Other","0",238,"M",2011
"1693","Non UK-born","Mixed/Other","1",427,"M",2011
"1694","Non UK-born","Mixed/Other","2",599,"M",2011
"1695","Non UK-born","Mixed/Other","3",922,"M",2011
"1696","Non UK-born","Mixed/Other","4",1150,"M",2011
"1697","Non UK-born","Mixed/Other","5",1376,"M",2011
"1698","Non UK-born","Mixed/Other","6",1538,"M",2011
"1699","Non UK-born","Mixed/Other","7",1676,"M",2011
"1700","Non UK-born","Mixed/Other","8",1819,"M",2011
"1701","Non UK-born","Mixed/Other","9",2122,"M",2011
"1702","Non UK-born","Mixed/Other","10",2585,"M",2011
"1703","Non UK-born","Mixed/Other","11",3053,"M",2011
"1704","Non UK-born","Mixed/Other","12",3050,"M",2011
"1705","Non UK-born","Mixed/Other","13",3429,"M",2011
"1706","Non UK-born","Mixed/Other","14",3516,"M",2011
"1707","Non UK-born","Mixed/Other","15",3568,"M",2011
"1708","Non UK-born","Mixed/Other","16",3852,"M",2011
"1709","Non UK-born","Mixed/Other","17",4495,"M",2011
"1710","Non UK-born","Mixed/Other","18",4568,"M",2011
"1711","Non UK-born","Mixed/Other","19",4742,"M",2011
"1712","Non UK-born","Mixed/Other","20",5776,"M",2011
"1713","Non UK-born","Mixed/Other","21",5643,"M",2011
"1714","Non UK-born","Mixed/Other","22",5392,"M",2011
"1715","Non UK-born","Mixed/Other","23",5364,"M",2011
"1716","Non UK-born","Mixed/Other","24",5384,"M",2011
"1717","Non UK-born","Mixed/Other","25",6161,"M",2011
"1718","Non UK-born","Mixed/Other","26",6336,"M",2011
"1719","Non UK-born","Mixed/Other","27",6046,"M",2011
"1720","Non UK-born","Mixed/Other","28",6195,"M",2011
"1721","Non UK-born","Mixed/Other","29",6080,"M",2011
"1722","Non UK-born","Mixed/Other","30",6492,"M",2011
"1723","Non UK-born","Mixed/Other","31",6876,"M",2011
"1724","Non UK-born","Mixed/Other","32",7170,"M",2011
"1725","Non UK-born","Mixed/Other","33",7420,"M",2011
"1726","Non UK-born","Mixed/Other","34",8110,"M",2011
"1727","Non UK-born","Mixed/Other","35",8000,"M",2011
"1728","Non UK-born","Mixed/Other","36",8284,"M",2011
"1729","Non UK-born","Mixed/Other","37",8206,"M",2011
"1730","Non UK-born","Mixed/Other","38",7674,"M",2011
"1731","Non UK-born","Mixed/Other","39",7681,"M",2011
"1732","Non UK-born","Mixed/Other","40",6914,"M",2011
"1733","Non UK-born","Mixed/Other","41",6528,"M",2011
"1734","Non UK-born","Mixed/Other","42",5889,"M",2011
"1735","Non UK-born","Mixed/Other","43",5404,"M",2011
"1736","Non UK-born","Mixed/Other","44",5041,"M",2011
"1737","Non UK-born","Mixed/Other","45",5018,"M",2011
"1738","Non UK-born","Mixed/Other","46",4789,"M",2011
"1739","Non UK-born","Mixed/Other","47",4271,"M",2011
"1740","Non UK-born","Mixed/Other","48",4310,"M",2011
"1741","Non UK-born","Mixed/Other","49",4240,"M",2011
"1742","Non UK-born","Mixed/Other","50",4191,"M",2011
"1743","Non UK-born","Mixed/Other","51",3608,"M",2011
"1744","Non UK-born","Mixed/Other","52",3423,"M",2011
"1745","Non UK-born","Mixed/Other","53",3144,"M",2011
"1746","Non UK-born","Mixed/Other","54",3040,"M",2011
"1747","Non UK-born","Mixed/Other","55",2940,"M",2011
"1748","Non UK-born","Mixed/Other","56",2879,"M",2011
"1749","Non UK-born","Mixed/Other","57",2633,"M",2011
"1750","Non UK-born","Mixed/Other","58",2546,"M",2011
"1751","Non UK-born","Mixed/Other","59",2470,"M",2011
"1752","Non UK-born","Mixed/Other","60",2323,"M",2011
"1753","Non UK-born","Mixed/Other","61",2183,"M",2011
"1754","Non UK-born","Mixed/Other","62",1959,"M",2011
"1755","Non UK-born","Mixed/Other","63",1895,"M",2011
"1756","Non UK-born","Mixed/Other","64",1735,"M",2011
"1757","Non UK-born","Mixed/Other","65",1418,"M",2011
"1758","Non UK-born","Mixed/Other","66",1448,"M",2011
"1759","Non UK-born","Mixed/Other","67",1367,"M",2011
"1760","Non UK-born","Mixed/Other","68",1237,"M",2011
"1761","Non UK-born","Mixed/Other","69",1053,"M",2011
"1762","Non UK-born","Mixed/Other","70",1066,"M",2011
"1763","Non UK-born","Mixed/Other","71",1077,"M",2011
"1764","Non UK-born","Mixed/Other","72",930,"M",2011
"1765","Non UK-born","Mixed/Other","73",888,"M",2011
"1766","Non UK-born","Mixed/Other","74",773,"M",2011
"1767","Non UK-born","Mixed/Other","75",754,"M",2011
"1768","Non UK-born","Mixed/Other","76",727,"M",2011
"1769","Non UK-born","Mixed/Other","77",592,"M",2011
"1770","Non UK-born","Mixed/Other","78",565,"M",2011
"1771","Non UK-born","Mixed/Other","79",469,"M",2011
"1772","Non UK-born","Mixed/Other","80",465,"M",2011
"1773","Non UK-born","Mixed/Other","81",342,"M",2011
"1774","Non UK-born","Mixed/Other","82",278,"M",2011
"1775","Non UK-born","Mixed/Other","83",279,"M",2011
"1776","Non UK-born","Mixed/Other","84",187,"M",2011
"1777","Non UK-born","Mixed/Other","85-89",580,"M",2011
"1778","Non UK-born","Mixed/Other","90-94",190,"M",2011
"1779","Non UK-born","Mixed/Other","95-99",31,"M",2011
"1780","Non UK-born","Mixed/Other","100",8,"M",2011
"1781","Non UK-born","Black-African","0",285,"M",2011
"1782","Non UK-born","Black-African","1",483,"M",2011
"1783","Non UK-born","Black-African","2",738,"M",2011
"1784","Non UK-born","Black-African","3",999,"M",2011
"1785","Non UK-born","Black-African","4",1197,"M",2011
"1786","Non UK-born","Black-African","5",1552,"M",2011
"1787","Non UK-born","Black-African","6",1747,"M",2011
"1788","Non UK-born","Black-African","7",2080,"M",2011
"1789","Non UK-born","Black-African","8",2413,"M",2011
"1790","Non UK-born","Black-African","9",2988,"M",2011
"1791","Non UK-born","Black-African","10",3464,"M",2011
"1792","Non UK-born","Black-African","11",3921,"M",2011
"1793","Non UK-born","Black-African","12",3822,"M",2011
"1794","Non UK-born","Black-African","13",4287,"M",2011
"1795","Non UK-born","Black-African","14",4243,"M",2011
"1796","Non UK-born","Black-African","15",4603,"M",2011
"1797","Non UK-born","Black-African","16",4507,"M",2011
"1798","Non UK-born","Black-African","17",4727,"M",2011
"1799","Non UK-born","Black-African","18",4979,"M",2011
"1800","Non UK-born","Black-African","19",5030,"M",2011
"1801","Non UK-born","Black-African","20",5556,"M",2011
"1802","Non UK-born","Black-African","21",5751,"M",2011
"1803","Non UK-born","Black-African","22",5645,"M",2011
"1804","Non UK-born","Black-African","23",5384,"M",2011
"1805","Non UK-born","Black-African","24",5713,"M",2011
"1806","Non UK-born","Black-African","25",6406,"M",2011
"1807","Non UK-born","Black-African","26",6339,"M",2011
"1808","Non UK-born","Black-African","27",6814,"M",2011
"1809","Non UK-born","Black-African","28",7133,"M",2011
"1810","Non UK-born","Black-African","29",6845,"M",2011
"1811","Non UK-born","Black-African","30",7941,"M",2011
"1812","Non UK-born","Black-African","31",8125,"M",2011
"1813","Non UK-born","Black-African","32",8581,"M",2011
"1814","Non UK-born","Black-African","33",8232,"M",2011
"1815","Non UK-born","Black-African","34",8532,"M",2011
"1816","Non UK-born","Black-African","35",8554,"M",2011
"1817","Non UK-born","Black-African","36",8590,"M",2011
"1818","Non UK-born","Black-African","37",7861,"M",2011
"1819","Non UK-born","Black-African","38",8240,"M",2011
"1820","Non UK-born","Black-African","39",6957,"M",2011
"1821","Non UK-born","Black-African","40",8035,"M",2011
"1822","Non UK-born","Black-African","41",7539,"M",2011
"1823","Non UK-born","Black-African","42",7442,"M",2011
"1824","Non UK-born","Black-African","43",6718,"M",2011
"1825","Non UK-born","Black-African","44",6526,"M",2011
"1826","Non UK-born","Black-African","45",6465,"M",2011
"1827","Non UK-born","Black-African","46",6037,"M",2011
"1828","Non UK-born","Black-African","47",5406,"M",2011
"1829","Non UK-born","Black-African","48",5323,"M",2011
"1830","Non UK-born","Black-African","49",4235,"M",2011
"1831","Non UK-born","Black-African","50",5058,"M",2011
"1832","Non UK-born","Black-African","51",4463,"M",2011
"1833","Non UK-born","Black-African","52",3931,"M",2011
"1834","Non UK-born","Black-African","53",3489,"M",2011
"1835","Non UK-born","Black-African","54",3151,"M",2011
"1836","Non UK-born","Black-African","55",2836,"M",2011
"1837","Non UK-born","Black-African","56",2652,"M",2011
"1838","Non UK-born","Black-African","57",2081,"M",2011
"1839","Non UK-born","Black-African","58",1972,"M",2011
"1840","Non UK-born","Black-African","59",1499,"M",2011
"1841","Non UK-born","Black-African","60",1601,"M",2011
"1842","Non UK-born","Black-African","61",1433,"M",2011
"1843","Non UK-born","Black-African","62",1284,"M",2011
"1844","Non UK-born","Black-African","63",1055,"M",2011
"1845","Non UK-born","Black-African","64",897,"M",2011
"1846","Non UK-born","Black-African","65",837,"M",2011
"1847","Non UK-born","Black-African","66",806,"M",2011
"1848","Non UK-born","Black-African","67",666,"M",2011
"1849","Non UK-born","Black-African","68",771,"M",2011
"1850","Non UK-born","Black-African","69",571,"M",2011
"1851","Non UK-born","Black-African","70",737,"M",2011
"1852","Non UK-born","Black-African","71",791,"M",2011
"1853","Non UK-born","Black-African","72",733,"M",2011
"1854","Non UK-born","Black-African","73",616,"M",2011
"1855","Non UK-born","Black-African","74",607,"M",2011
"1856","Non UK-born","Black-African","75",561,"M",2011
"1857","Non UK-born","Black-African","76",486,"M",2011
"1858","Non UK-born","Black-African","77",335,"M",2011
"1859","Non UK-born","Black-African","78",324,"M",2011
"1860","Non UK-born","Black-African","79",239,"M",2011
